100049563,"kakusei non-coding nuclear RNA"
100576564,"uncharacterized LOC100576564"
100576573,"uncharacterized LOC100576573"
100576576,"uncharacterized protein LOC100576576"
100576585,"uncharacterized LOC100576585, transcript variant X2"
100576590,"uncharacterized protein LOC100576590"
100576593,"uncharacterized LOC100576593"
100576597,"uncharacterized LOC100576597, transcript variant X2"
100576599,"uncharacterized LOC100576599, transcript variant X2"
100576602,"uncharacterized LOC100576602, transcript variant X2"
100576603,"uncharacterized protein LOC100576603 isoform X1"
100576609,"uncharacterized LOC100576609, transcript variant X1"
100576610,"mitochondrial ribonuclease P protein 3-like"
100576617,"uncharacterized LOC100576617, transcript variant X2"
100576623,"piggyBac transposable element-derived protein 4-like"
100576626,"furin-like, transcript variant X20"
100576627,"uncharacterized LOC100576627"
100576628,"uncharacterized LOC100576628"
100576630,"uncharacterized LOC100576630, transcript variant X1"
100576631,"uncharacterized LOC100576631"
100576637,"trypsin-like isoform X1"
100576644,"uncharacterized LOC100576644, transcript variant X4"
100576650,"uncharacterized LOC100576650"
100576657,"uncharacterized LOC100576657, transcript variant X2"
100576679,"uncharacterized LOC100576679"
100576680,"uncharacterized LOC100576680"
100576689,"uncharacterized LOC100576689"
100576690,"negative elongation factor E-like, transcript variant X8"
100576694,"uncharacterized LOC100576694, transcript variant X1"
100576697,"uncharacterized LOC100576697"
100576699,"uncharacterized LOC100576699, transcript variant X2"
100576702,"uncharacterized protein LOC100576702"
100576715,"uncharacterized LOC100576715"
100576718,vitellogenin-2-like
100576726,"uncharacterized LOC100576726, transcript variant X1"
100576729,"uncharacterized LOC100576729"
100576732,"uncharacterized LOC100576732, transcript variant X1"
100576752,"uncharacterized LOC100576752"
100576755,"uncharacterized LOC100576755, transcript variant X5"
100576767,"uncharacterized protein LOC100576767"
100576772,"uncharacterized LOC100576772"
100576778,"histone-lysine N-methyltransferase SETMAR-like"
100576791,"headcase protein-like"
100576807,"uncharacterized LOC100576807"
100576808,"uncharacterized LOC100576808, transcript variant 1"
100576814,"uncharacterized protein LOC100576814"
100576825,"uncharacterized LOC100576825"
100576830,"uncharacterized LOC100576830, transcript variant X10"
100576835,"potassium voltage-gated channel subfamily KQT member 1-like isoform X1"
100576840,"uncharacterized protein LOC100576840"
100576841,"uncharacterized protein LOC100576841"
100576849,"transcription factor SOX-5-like"
100576851,"ornithine decarboxylase antizyme 1-like"
100576852,"DNA ligase 1-like isoform X9"
100576853,"uncharacterized LOC100576853, transcript variant 1"
100576868,"uncharacterized LOC100576868, transcript variant X2"
100576876,"intracellular protein transport protein USO1-like isoform X1"
100576884,"uncharacterized protein LOC100576884 isoform X3"
100576885,"fas-binding factor 1-like"
100576903,"leucine-rich repeat-containing protein 15-like isoform 1"
100576913,"uncharacterized LOC100576913"
100576917,"uncharacterized protein LOC100576917 isoform X1"
100576918,"uncharacterized protein LOC100576918"
100576925,"uncharacterized LOC100576925, transcript variant X3"
100576927,"uncharacterized LOC100576927"
100576929,"uncharacterized LOC100576929, transcript variant X3"
100576939,"uncharacterized protein LOC100576939"
100576948,"uncharacterized protein LOC100576948 isoform X2"
100576964,"uncharacterized protein LOC100576964 isoform 1"
100576966,"reticulocyte-binding protein 2 homolog a-like isoform X2"
100576969,"uncharacterized LOC100576969"
100576974,"uncharacterized protein LOC100576974"
100576980,"uncharacterized protein LOC100576980"
100576987,"uncharacterized LOC100576987"
100576993,"zinc finger protein 1-like"
100576999,"uncharacterized protein LOC100576999 isoform X3"
100577012,"uncharacterized LOC100577012, transcript variant X2"
100577014,"uncharacterized protein LOC100577014 isoform 1"
100577017,"uncharacterized LOC100577017, transcript variant X27"
100577018,"uncharacterized protein LOC100577018"
100577020,"uncharacterized protein LOC100577020 isoform X1"
100577022,"probable ATP-dependent RNA helicase DHX36-like"
100577025,"uncharacterized LOC100577025"
100577028,"uncharacterized LOC100577028"
100577032,"uncharacterized LOC100577032, transcript variant X1"
100577039,"uncharacterized protein DDB_G0292186-like isoform X2"
100577042,"uncharacterized LOC100577042"
100577044,"histone-lysine N-methyltransferase SETMAR-like"
100577046,"uncharacterized protein LOC100577046"
100577064,"uncharacterized protein LOC100577064"
100577071,"uncharacterized LOC100577071, transcript variant X2"
100577073,"pigment-dispersing hormone peptides-like"
100577083,"uncharacterized protein LOC100577083"
100577088,"uncharacterized LOC100577088"
100577104,"uncharacterized LOC100577104"
100577107,"uncharacterized protein LOC100577107 isoform X1"
100577109,"uncharacterized LOC100577109, transcript variant X2"
100577117,"uncharacterized LOC100577117"
100577125,"uncharacterized LOC100577125"
100577139,"AF4/FMR2 family member 4-like isoform X6"
100577141,"uncharacterized LOC100577141, transcript variant X2"
100577144,"uncharacterized LOC100577144"
100577158,"solute carrier family 52, riboflavin transporter, member 3-A-like"
100577163,"slit homolog 2 protein-like"
100577164,"uncharacterized LOC100577164"
100577171,"tubulin polyglutamylase TTLL7-like"
100577180,"uncharacterized protein LOC100577180"
100577186,"uncharacterized LOC100577186"
100577201,"uncharacterized LOC100577201, transcript variant X5"
100577206,"tyrosine-protein kinase Btk29A-like isoform X4"
100577211,"uncharacterized LOC100577211"
100577213,"tumor necrosis factor receptor superfamily member 10B-like"
100577215,"uncharacterized LOC100577215, transcript variant X2"
100577216,"uncharacterized LOC100577216, transcript variant X2"
100577229,"uncharacterized membrane protein DDB_G0293934 isoform X2"
100577244,"uncharacterized LOC100577244"
100577252,"transmembrane protein 145-like isoform X1"
100577257,"uncharacterized LOC100577257"
100577260,"uncharacterized LOC100577260"
100577261,"uncharacterized LOC100577261"
100577262,"uncharacterized protein LOC100577262 isoform X1"
100577264,"uncharacterized LOC100577264"
100577265,"uncharacterized LOC100577265"
100577266,"uncharacterized LOC100577266, transcript variant X2"
100577269,"uncharacterized protein LOC100577269 isoform X7"
100577273,"uncharacterized protein LOC100577273"
100577275,"uncharacterized LOC100577275"
100577278,"uncharacterized protein LOC100577278"
100577286,"uncharacterized LOC100577286, transcript variant X2"
100577303,"uncharacterized LOC100577303, transcript variant X2"
100577306,"uncharacterized LOC100577306"
100577313,"uncharacterized protein LOC100577313"
100577316,"cysteine synthase 1-like"
100577317,"uncharacterized LOC100577317, transcript variant X1"
100577337,"uncharacterized LOC100577337, transcript variant X1"
100577340,"uncharacterized LOC100577340, transcript variant X2"
100577345,"uncharacterized protein LOC100577345"
100577359,"uncharacterized protein LOC100577359 isoform X2"
100577360,"uncharacterized LOC100577360"
100577377,"uncharacterized protein LOC100577377"
100577380,"protein takeout-like"
100577383,"uncharacterized LOC100577383"
100577384,"uncharacterized LOC100577384, transcript variant X3"
100577385,"facilitated trehalose transporter Tret1-like"
100577397,"peptidyl-prolyl cis-trans isomerase G-like"
100577398,"uncharacterized LOC100577398"
100577404,"uncharacterized LOC100577404"
100577406,"uncharacterized LOC100577406"
100577407,"uncharacterized LOC100577407, transcript variant X3"
100577411,"uncharacterized LOC100577411"
100577414,"uncharacterized protein LOC100577414"
100577422,"uncharacterized LOC100577422"
100577428,"uncharacterized LOC100577428, transcript variant X3"
100577432,"meiosis-specific nuclear structural protein 1-like"
100577437,"uncharacterized LOC100577437, transcript variant X2"
100577453,"glutamic acid-rich protein-like"
100577455,zonadhesin-like
100577468,"uncharacterized LOC100577468, transcript variant X2"
100577473,"uncharacterized LOC100577473"
100577474,"uncharacterized LOC100577474"
100577476,"uncharacterized LOC100577476, transcript variant X3"
100577484,"uncharacterized LOC100577484"
100577487,"uncharacterized LOC100577487"
100577494,"uncharacterized LOC100577494, transcript variant X2"
100577517,"LOW QUALITY PROTEIN: protein unc-13 homolog A-like"
100577532,"uncharacterized LOC100577532"
100577538,"uncharacterized LOC100577538, transcript variant X3"
100577539,"uncharacterized LOC100577539"
100577542,"uncharacterized LOC100577542, transcript variant X2"
100577544,"uncharacterized protein LOC100577544"
100577555,"uncharacterized protein LOC100577555"
100577556,"uncharacterized LOC100577556"
100577559,"uncharacterized LOC100577559"
100577565,"uncharacterized LOC100577565"
100577566,"uncharacterized protein LOC100577566"
100577571,"esterase E4-like, transcript variant X1"
100577583,"uncharacterized protein LOC100577583 isoform X1"
100577592,"uncharacterized LOC100577592"
100577595,"E3 ubiquitin-protein ligase listerin-like"
100577603,"uncharacterized LOC100577603"
100577620,"uncharacterized protein LOC100577620 isoform X3"
100577623,"putative uncharacterized protein DDB_G0282133-like isoform X2"
100577643,"hsc70-interacting protein-like isoform X1"
100577646,"uncharacterized LOC100577646, transcript variant X2"
100577652,"uncharacterized LOC100577652"
100577655,"uncharacterized protein LOC100577655 isoform X1"
100577658,"uncharacterized LOC100577658"
100577663,"uncharacterized LOC100577663"
100577667,"DBF4-type zinc finger-containing protein 2 homolog isoform X3"
100577670,"uncharacterized protein LOC100577670"
100577677,"uncharacterized LOC100577677"
100577688,"uncharacterized LOC100577688, transcript variant X1"
100577691,"uncharacterized LOC100577691, transcript variant X2"
100577693,"uncharacterized protein LOC100577693"
100577695,"uncharacterized protein LOC100577695 isoform X1"
100577718,"uncharacterized LOC100577718, transcript variant X2"
100577721,"uncharacterized LOC100577721"
100577723,"uncharacterized LOC100577723, transcript variant 2"
100577724,"ELMO domain-containing protein 2-like isoform X2"
100577730,"WD repeat-containing protein 87-like, transcript variant X2"
100577731,"uncharacterized LOC100577731"
100577735,"peptidyl-prolyl cis-trans isomerase-like 4-like"
100577737,"uncharacterized LOC100577737, transcript variant X1"
100577740,"uncharacterized LOC100577740, transcript variant X1"
100577743,"uncharacterized protein LOC100577743 isoform X1"
100577759,"uncharacterized protein LOC100577759 isoform X4"
100577761,"uncharacterized LOC100577761"
100577767,"uncharacterized LOC100577767"
100577770,"uncharacterized LOC100577770, transcript variant X2"
100577777,"mucin-6-like isoform X4"
100577794,"uncharacterized LOC100577794, transcript variant X3"
100577806,"sodium-independent sulfate anion transporter-like"
100577807,"uncharacterized LOC100577807, transcript variant X3"
100577808,"uncharacterized LOC100577808, transcript variant X3"
100577821,"uncharacterized protein LOC100577821"
100577822,"uncharacterized LOC100577822, transcript variant X7"
100577828,"uncharacterized LOC100577828, transcript variant X3"
100577832,"uncharacterized protein LOC100577832 isoform X4"
100577843,"uncharacterized LOC100577843, transcript variant X6"
100577846,"uncharacterized protein PFB0145c-like"
100577848,"uncharacterized LOC100577848, transcript variant X1"
100577851,"uncharacterized LOC100577851"
100577860,"uncharacterized LOC100577860, transcript variant X8"
100577863,"uncharacterized LOC100577863"
100577887,"uncharacterized protein LOC100577887"
100577890,"uncharacterized LOC100577890"
100577899,"DNA replication complex GINS protein SLD5-like"
100577906,"uncharacterized LOC100577906"
100577913,"TD and POZ domain-containing protein 5-like isoform X2"
100577914,"uncharacterized LOC100577914, transcript variant X3"
100577915,"protein PFC0760c-like isoform X2"
100577929,"uncharacterized LOC100577929, transcript variant X1"
100577932,"uncharacterized protein LOC100577932 isoform X5"
100577943,"sensory neuron membrane protein 2-like"
100577950,"uncharacterized protein PFB0145c-like isoform X1"
100577957,"uncharacterized protein LOC100577957"
100577970,"uncharacterized LOC100577970"
100577974,"uncharacterized protein LOC100577974"
100577976,"uncharacterized protein LOC100577976 isoform X3"
100577977,"uncharacterized protein LOC100577977 isoform X1"
100577978,"uncharacterized LOC100577978"
100577987,"uncharacterized LOC100577987"
100577994,"sodium/hydrogen exchanger 9B1-like"
100577999,"uncharacterized LOC100577999, transcript variant X2"
100578002,"thioredoxin, mitochondrial-like"
100578016,"uncharacterized LOC100578016, transcript variant X6"
100578028,"uncharacterized LOC100578028, transcript variant X3"
100578029,"uncharacterized LOC100578029, transcript variant X3"
100578034,"uncharacterized LOC100578034"
100578035,"LOW QUALITY PROTEIN: sphingolipid delta(4)-desaturase DES1-like"
100578042,"nose resistant to fluoxetine protein 6-like isoform X1"
100578049,"uncharacterized LOC100578049"
100578053,"uncharacterized LOC100578053, transcript variant X2"
100578057,"uncharacterized LOC100578057"
100578063,"CTP synthase 1-B-like"
100578066,"glycogen-binding subunit 76A-like, transcript variant X16"
100578074,"rhomboid-related protein 3-like"
100578075,"uncharacterized LOC100578075"
100578082,"uncharacterized LOC100578082, transcript variant X1"
100578086,"uncharacterized LOC100578086"
100578097,"uncharacterized LOC100578097, transcript variant X5"
100578101,"uncharacterized LOC100578101"
100578102,"uncharacterized LOC100578102, transcript variant X2"
100578103,"uncharacterized LOC100578103, transcript variant X2"
100578104,"uncharacterized LOC100578104, transcript variant X1"
100578106,"uncharacterized protein LOC100578106 isoform X2"
100578110,"uncharacterized LOC100578110"
100578113,"uncharacterized protein LOC100578113"
100578114,"uncharacterized LOC100578114"
100578115,"uncharacterized LOC100578115"
100578117,"uncharacterized LOC100578117, transcript variant X4"
100578125,"uncharacterized LOC100578125, transcript variant 1"
100578128,"uncharacterized protein LOC100578128"
100578131,"uncharacterized LOC100578131"
100578133,"uncharacterized LOC100578133, transcript variant X2"
100578134,"uncharacterized LOC100578134, transcript variant X1"
100578135,nardilysin-like
100578153,"uncharacterized LOC100578153, transcript variant X2"
100578154,"uncharacterized LOC100578154"
100578156,"uncharacterized protein LOC100578156"
100578159,"zinc finger matrin-type protein CG9776-like isoform X4"
100578160,"uncharacterized LOC100578160"
100578162,"uncharacterized LOC100578162, transcript variant X16"
100578172,"uncharacterized LOC100578172, transcript variant X3"
100578184,"uncharacterized LOC100578184"
100578187,"uncharacterized LOC100578187, transcript variant X3"
100578193,"uncharacterized protein LOC100578193"
100578197,"uncharacterized protein PFB0145c-like"
100578205,"uncharacterized protein LOC100578205"
100578214,"uncharacterized LOC100578214, transcript variant X1"
100578218,"mimitin, mitochondrial-like"
100578222,"uncharacterized LOC100578222, transcript variant X2"
100578224,"histone-lysine N-methyltransferase SETMAR-like"
100578225,"uncharacterized LOC100578225, transcript variant X2"
100578234,"histone-lysine N-methyltransferase SETMAR-like"
100578236,"RNA-binding protein Musashi homolog Rbp6-like"
100578241,"uncharacterized LOC100578241"
100578261,"uncharacterized LOC100578261, transcript variant X1"
100578264,"RNA-binding protein Musashi homolog Rbp6-like, transcript variant X2"
100578270,"uncharacterized protein LOC100578270 isoform X1"
100578283,"uncharacterized LOC100578283"
100578285,"uncharacterized LOC100578285, transcript variant X1"
100578292,"histone-lysine N-methyltransferase SETMAR-like"
100578311,"UMP-CMP kinase-like isoform X3"
100578313,"uncharacterized LOC100578313, transcript variant X1"
100578317,"uncharacterized LOC100578317, transcript variant X1"
100578320,"uncharacterized LOC100578320, transcript variant X8"
100578335,"uncharacterized LOC100578335"
100578339,"condensin-2 complex subunit D3-like"
100578342,"uncharacterized LOC100578342"
100578352,"uncharacterized protein LOC100578352"
100578353,"uncharacterized protein LOC100578353 isoform X1"
100578354,"uncharacterized LOC100578354, transcript variant 2"
100578357,"uncharacterized LOC100578357"
100578361,"uncharacterized LOC100578361, transcript variant X2"
100578363,"uncharacterized protein LOC100578363"
100578365,"uncharacterized LOC100578365"
100578366,"uncharacterized LOC100578366, transcript variant 2"
100578367,"uncharacterized LOC100578367, transcript variant X2"
100578368,"flocculation protein FLO11-like isoform X3"
100578374,"uncharacterized LOC100578374, transcript variant 2"
100578378,"uncharacterized LOC100578378"
100578388,"uncharacterized protein LOC100578388 isoform X3"
100578390,"uncharacterized LOC100578390"
100578391,"uncharacterized LOC100578391, transcript variant X3"
100578394,"uncharacterized LOC100578394"
100578409,"uncharacterized LOC100578409, transcript variant X2"
100578411,"uncharacterized LOC100578411, transcript variant X1"
100578419,"uncharacterized LOC100578419, transcript variant X1"
100578431,"uncharacterized protein LOC100578431 isoform X1"
100578436,"uncharacterized LOC100578436, transcript variant X4"
100578444,"uncharacterized LOC100578444"
100578454,"uncharacterized LOC100578454"
100578455,"uncharacterized LOC100578455, transcript variant X1"
100578458,"uncharacterized LOC100578458, transcript variant X2"
100578461,"uncharacterized LOC100578461, transcript variant X1"
100578474,"uncharacterized LOC100578474, transcript variant 1"
100578475,"uncharacterized LOC100578475, transcript variant X2"
100578481,"uncharacterized LOC100578481, transcript variant X2"
100578487,"30S ribosomal protein S9, chloroplastic-like"
100578489,"uncharacterized protein LOC100578489 isoform X9"
100578490,"uncharacterized LOC100578490"
100578508,"uncharacterized LOC100578508, transcript variant 2"
100578536,"uncharacterized LOC100578536, transcript variant X1"
100578545,"hydrocephalus-inducing protein-like"
100578558,"uncharacterized LOC100578558"
100578559,"zinc finger protein 418-like isoform X2"
100578572,"uncharacterized LOC100578572"
100578575,myosin-1-like
100578576,"sporozoite surface protein 2-like isoform X2"
100578577,"uncharacterized LOC100578577, transcript variant X2"
100578580,"guanine nucleotide exchange factor MSS4 homolog"
100578585,"uncharacterized LOC100578585, transcript variant X5"
100578589,"uncharacterized LOC100578589"
100578590,"uncharacterized LOC100578590, transcript variant 2"
100578596,"uncharacterized LOC100578596, transcript variant X8"
100578607,"uncharacterized LOC100578607, transcript variant X6"
100578608,"uncharacterized LOC100578608"
100578618,"uncharacterized LOC100578618, transcript variant X2"
100578623,"uncharacterized protein LOC100578623 isoform X1"
100578629,"armadillo repeat-containing protein 1-like"
100578632,"uncharacterized LOC100578632, transcript variant X2"
100578639,"uncharacterized LOC100578639"
100578641,"uncharacterized protein LOC100578641 isoform X1"
100578654,"uncharacterized protein LOC100578654 isoform X4"
100578657,"uncharacterized LOC100578657, transcript variant X1"
100578662,"probable G-protein coupled receptor Mth-like 1-like isoform X2"
100578663,"uncharacterized LOC100578663"
100578665,"uncharacterized protein LOC100578665 isoform X7"
100578666,"uncharacterized LOC100578666, transcript variant X1"
100578667,"uncharacterized LOC100578667"
100578669,"uncharacterized LOC100578669"
100578670,"uncharacterized LOC100578670, transcript variant X1"
100578675,"uncharacterized LOC100578675"
100578678,"uncharacterized LOC100578678, transcript variant X1"
100578682,"translation factor GUF1 homolog, chloroplastic-like"
100578684,"uncharacterized protein LOC100578684"
100578698,"uncharacterized LOC100578698, transcript variant X2"
100578712,"uncharacterized LOC100578712"
100578716,"protein singed wings 2-like"
100578718,"protein distal antenna-like"
100578719,"uncharacterized protein DDB_G0284459-like"
100578728,"uncharacterized LOC100578728, transcript variant X5"
100578734,"uncharacterized protein C1orf131 homolog isoform X2"
100578739,"adenosine receptor A1-like isoform X3"
100578741,"uncharacterized LOC100578741, transcript variant X2"
100578764,"uncharacterized protein LOC100578764"
100578765,"uncharacterized protein LOC100578765"
100578766,"uncharacterized LOC100578766"
100578771,"uncharacterized protein LOC100578771 isoform X3"
100578777,"uncharacterized LOC100578777, transcript variant X2"
100578778,"uncharacterized LOC100578778, transcript variant X2"
100578779,"uncharacterized protein LOC100578779"
100578781,"uncharacterized LOC100578781, transcript variant X3"
100578782,"cytochrome b-c1 complex subunit 9-like isoform X1"
100578783,"uncharacterized protein LOC100578783 isoform X2"
100578784,"diamine acetyltransferase 2-like isoform X1"
100578788,"uncharacterized protein LOC100578788 isoform X2"
100578790,"uncharacterized LOC100578790"
100578791,"uncharacterized protein LOC100578791 isoform X2"
100578793,"uncharacterized LOC100578793"
100578799,"uncharacterized LOC100578799, transcript variant X4"
100578804,"uncharacterized LOC100578804"
100578830,"uncharacterized LOC100578830, transcript variant X2"
100578836,"condensin-2 complex subunit H2-like"
100578839,"uncharacterized LOC100578839, transcript variant X4"
100578841,"uncharacterized LOC100578841, transcript variant X2"
100578847,"histone-lysine N-methyltransferase SETMAR-like"
100578855,"uncharacterized LOC100578855"
100578856,"ribonucleases P/MRP protein subunit POP1-like"
100578866,"uncharacterized LOC100578866, transcript variant X6"
100578870,"uncharacterized LOC100578870, transcript variant 1"
100578880,"MATH and LRR domain-containing protein PFE0570w-like"
100578882,"uncharacterized LOC100578882"
100578884,"uncharacterized LOC100578884"
100578887,"histone acetyltransferase KAT6B-like isoform X2"
100578901,"DPH3 homolog"
100578922,"uncharacterized LOC100578922"
100578923,"uncharacterized LOC100578923"
100578924,"zinc finger protein 845-like isoform X1"
100578925,"protein Tob1-like, transcript variant X4"
100578944,"uncharacterized protein LOC100578944"
100578949,"uncharacterized LOC100578949"
100578953,"LOW QUALITY PROTEIN: dual specificity protein phosphatase 15-like"
100578957,"uncharacterized protein LOC100578957"
100578962,"uncharacterized LOC100578962"
100578965,"uncharacterized LOC100578965, transcript variant X26"
100578967,"uncharacterized LOC100578967"
100578968,"putative uncharacterized protein DDB_G0286901-like"
100578981,"uncharacterized LOC100578981"
100578987,"uncharacterized LOC100578987"
100578991,"uncharacterized protein LOC100578991"
100578998,"uncharacterized protein LOC100578998 isoform X2"
100579010,"uncharacterized protein LOC100579010"
100579011,"putative odorant receptor 65c-like"
100579012,"uncharacterized LOC100579012"
100579014,"uncharacterized LOC100579014"
100579019,"probable salivary secreted peptide-like"
100579026,"uncharacterized protein LOC100579026 isoform X1"
100579043,"uncharacterized LOC100579043, transcript variant X2"
100579052,"mitochondrial-processing peptidase subunit beta-like"
100579059,"uncharacterized LOC100579059, transcript variant X4"
100628993,ame-miR-11
100628994,ame-miR-307
100628995,ame-miR-2788
100628996,ame-miR-3717
100628997,ame-miR-3746
100628998,ame-miR-3747a
100628999,ame-miR-3749
100629000,ame-miR-3718a
100629001,ame-miR-3751
100629002,ame-miR-3752
100629003,ame-miR-3718b
100629004,ame-miR-3756
100629005,ame-miR-3049-3p
100629006,ame-miR-3719
100629008,ame-miR-3761
100629009,ame-miR-3764
100629010,ame-miR-3720
100629011,ame-miR-3765
100629012,ame-miR-3769
100629013,ame-miR-971
100629014,ame-miR-3770
100629015,ame-miR-3772
100629016,ame-miR-3722
100629017,ame-miR-3774
100629018,ame-miR-3777
100629019,ame-miR-3778
100629020,ame-miR-3779
100629021,ame-miR-3782
100629022,ame-miR-3783
100629023,ame-miR-3716b
100629024,ame-miR-3785
100629025,ame-miR-3788
100629026,ame-miR-3790
100629027,ame-miR-3791
100629028,ame-miR-9c
100629029,ame-miR-3792
100629030,ame-miR-3793
100629031,ame-miR-3794
100629032,ame-miR-306
100629033,ame-miR-3797
100629034,ame-miR-3477
100629035,ame-miR-3798
100629036,ame-miR-279c
100629037,ame-miR-3801
100629038,ame-miR-3724
100629039,ame-miR-2796
100629040,ame-miR-3725
100629041,ame-miR-3728
100629042,ame-miR-3729
100629043,ame-miR-3715
100629044,ame-miR-3731
100629045,ame-miR-3732
100629046,ame-miR-3733
100629047,ame-miR-3735
100629048,ame-miR-3736
100629049,ame-miR-3737
100629050,ame-miR-3740
100629051,ame-miR-3741
100629052,ame-miR-3742
100629053,ame-miR-3744
100629054,ame-miR-980
100629061,ame-miR-989
100629062,ame-miR-3748
100629063,ame-miR-3753
100629064,ame-miR-3757
100629065,ame-miR-3762
100629066,ame-miR-3767
100629067,ame-miR-3771
100629068,ame-miR-3776
100629069,ame-miR-3781
100629070,ame-miR-3786
100629071,ame-miR-279b
100629076,ame-miR-1175
100629077,ame-miR-3747b
100629078,ame-miR-3759
